ID,ward,district,age_hhh,sex_hhh,edu_hhh,elderly,adult,youth,family_size,nb_of_tractors,nb_of_two_wheel_tractors,nb_of_ploughs,nb_of_cultivators,nb_of_scotchcarts,nb_of_wheelbarows,nb_of_metal_siloes_or_other_improved_storage_facility,nb_of_solar_panels,nb_of_biogas_digester,nb_of_green_houses,nb_of_motorized_grinding_mill,cropped_area,fallow,maize,small_grains,legumes,other,cattle,small_rum,poultry,how_many_bee_hives_do_you_currently_own,do_you_have_a_fish_pond,TLU,do_you_have_an_individual_garden,do_you_have_access_to_a_community_garden,Main food source,Main income source,food_security,hdds,Quality certified seeds,Community seed banks,Drought tolerant varieties,Small grains,Early planting,Crop rotation,Intercropping,Cover crops,Mulching,Integrated pest management,Compost and/or manure,Drip- and/or micro-irrigation market,Optimum plant density,Tree planting on-farm,Tree retention (natural regeneration) on-farm,Improved livestock breed,Improved animal shelter,Water infrastructure,Routine vaccination,Home vaccination,Castration,Deworming,Dipping,Home spraying,Paravet,Homemade animal feed,Fodder production,Fodder preservation,Survival feeding,Commercial feed,Artificial insemination,Pen fattening,crop_div,liv_div,tot_div,clearing,soil_fertility,soil_erosion,soil_compaction,tree_cover,Basal fertilizer,Top-dressing fertilizer,Manure,Compost,credit,saving_loan,knowledge,cereals,Cereal yield (kg/ha),newliv,offtake,death,cattle_goats_poultry
425,Ward 27,Murehwa,73,1,0,1,2,2,6,0,0,1,1,1,0,0,1,0,0,0,0,2,0,0,0,0,10,5,19,0,No,8.19,1,0,1,1,0.833333333,5,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,5,5,10,0,Stable,Improving,Improving,Improving,0,0,0,0,Yes,Yes,Other farmers,0,NA,2.7,0,1.4,7.5
426,Ward 27,Murehwa,30,1,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0.8,0.4,0.4,0,0.4,0,2,0,6,0,No,1.46,1,0,1,1,0.666666667,3,No,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,3,3,6,0,Stable,Improving,Deteriorating,Stable,50,100,300,300,No,No,Government extension,750,1875,0.06,0,0,1.46
427,Ward 27,Murehwa,70,1,1,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0.5,0.5,0,0.12,0.38,7,5,10,0,No,6,0,0,0,0,0.833333333,5,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,5,4,9,0,Stable,Improving,Stable,Improving,2,102,900,0,No,No,Relatives,500,1000,0.8,0.53,2.1,5.47
428,Ward 27,Murehwa,63,1,0,1,2,1,9,0,0,0,0,0,1,0,2,0,0,0,0.3,0,0.18,0,0.08,0.04,0,0,0,0,No,0,1,0,0,0,0.416666667,4,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,5,0,Improving,Improving,Stable,Deteriorating,50,50,0,0,No,No,Government extension,200,1111.111111,0,0,0,0
429,Ward 27,Murehwa,33,1,1,0,2,1,6,0,0,0,0,0,1,0,1,0,0,0,0.8,0.2,0.4,0,0.4,0,0,8,12,0,No,1.72,1,0,1,1,0.5,6,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,5,3,8,0,Stable,Improving,Stable,Improving,100,150,0,600,No,No,Government extension,750,1875,0.2,0.1,0,0.92
43,Ward 2,Mbire,35,1,1,0,2,0,4,0,0,0,0,0,0,0,1,0,0,1,1,0,0.6,0,0.4,0,0,1,15,0,No,0.35,0,0,1,0,0.75,4,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,5,0,Stable,Stable,Stable,Stable,50,50,0,0,No,No,Government extension,300,500,0.13,0.11,0,0.25
430,Ward 27,Murehwa,75,1,0,1,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.3,0,0.1,2.78E-17,0,3,5,0,No,0.65,1,0,0,0,0.333333333,2,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,7,0,Deteriorating,Deteriorating,Stable,Deteriorating,50,50,0,0,No,No,Government extension,125,416.6666667,0.25,0.02,0,0.35
431,Ward 27,Murehwa,37,0,1,2,2,2,11,0,0,0,0,0,0,0,3,0,0,0,0.4,0,0.4,0,0,0,0,0,32,0,No,0.32,1,0,0,0,0.833333333,5,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Improving,Stable,Stable,Stable,100,100,0,0,Yes,Yes,Relatives,1000,2500,0,0.06,0.01,0.07
432,Ward 27,Murehwa,79,1,0,1,2,3,10,0,0,1,1,1,1,0,4,0,0,0,2,2,1.5,0,0.4,0.1,7,0,70,0,No,5.6,1,0,1,1,0.583333333,8,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,5,4,9,0,Stable,Stable,Stable,Stable,150,200,2100,0,No,Yes,Government extension,3000,2000,0.15,0.8,0.81,4.95
433,Ward 27,Murehwa,48,0,1,0,2,0,2,1,0,1,1,1,1,0,1,0,0,0,2,0.4,1,0,0.8,0.2,2,2,42,5,No,2.22,1,0,1,1,0.666666667,5,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,5,6,11,0,Stable,Deteriorating,Deteriorating,Improving,6,6,1600,0,Yes,Yes,Government extension,3000,3000,0.4,0.22,0.2,1.75
434,Ward 27,Murehwa,63,1,0,1,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0.6,2,0.4,0,0.2,0,2,8,10,0,No,3.1,1,0,1,1,0.833333333,4,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,4,4,8,0,Stable,Stable,Improving,Improving,50,50,0,900,No,No,Government extension,500,1250,0.9,0.07,2.1,2.3
435,Ward 27,Murehwa,45,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0.36,0,0.18,0,0.12,0.06,0,2,9,0,No,0.49,1,0,1,1,1,4,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,5,3,8,0,Improving,Stable,Improving,Improving,50,50,0,900,No,No,Government extension,600,3333.333333,0.1,0.15,0,0.29
436,Ward 27,Murehwa,42,0,1,0,2,1,6,0,0,1,0,0,0,0,1,0,0,0,0.4,0.4,0.4,0,0,0,0,0,10,0,No,0.1,1,0,0,0,0.333333333,6,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,5,2,7,0,Improving,Improving,Stable,Deteriorating,100,100,500,500,No,No,Other farmers,200,500,0.34,0.03,0.15,0.1
437,Ward 27,Murehwa,52,0,1,0,5,3,12,0,0,1,0,0,0,0,1,0,0,0,0.8,0.1,0.6,0,0.2,5.55E-17,5,0,7,0,No,3.57,1,0,1,0,0.583333333,5,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,3,4,7,0,Improving,Stable,Stable,Stable,3,4,1600,0,Yes,Yes,Government extension,1150,1916.666667,0.76,0,0,3.57
438,Ward 27,Murehwa,79,0,0,2,0,3,5,0,0,0,0,0,1,0,0,0,0,0,0.8,0.1,0.5,0,0.3,5.55E-17,0,4,13,0,No,0.93,1,0,1,0,1,3,No,Yes,No,No,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,3,3,6,0,Improving,Stable,Improving,Improving,50,100,0,400,No,No,Other farmers,1200,2400,0,0.1,0,0.4
439,Ward 27,Murehwa,48,0,1,0,2,1,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0.8,0,0.4,0,0,2,31,0,No,0.71,1,0,1,0,0.583333333,3,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,3,4,7,0,Stable,Stable,Stable,Stable,50,200,300,300,No,Yes,Government extension,1350,1687.5,0.44,0.45,0.05,0.4
44,Ward 2,Mbire,41,0,1,0,2,1,6,0,0,0,0,0,0,0,1,0,0,0,1.7,0,0.6,0.4,0.4,0.3,4,41,18,0,No,11.18,1,0,0,1,0.416666667,5,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,11,4,15,0,Deteriorating,Improving,Improving,Deteriorating,50,125,0,0,No,No,Government extension,800,800,1.16,0.65,0,7.08
440,Ward 27,Murehwa,36,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0.06,0,0,0,0,0,0,0,No,0,1,0,0,0,0.166666667,5,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,1,5,0,Stable,Stable,Stable,Deteriorating,10,5,0,100,No,No,Government extension,45,750,0,0,0,0
441,Ward 27,Murehwa,34,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0.4,0,0.2,0,0,0.2,0,0,43,0,No,0.43,1,0,1,1,1,4,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,2,2,4,0,Stable,Deteriorating,Improving,Improving,20,20,0,300,No,No,Government extension,400,2000,0.09,0.11,0,0.43
442,Ward 27,Murehwa,50,1,1,0,4,1,7,0,0,0,0,0,0,0,1,0,0,0,0.3,0.5,0.3,0,0,0,0,0,4,0,No,0.04,1,0,1,0,0.583333333,3,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,3,5,0,Deteriorating,Stable,Stable,Improving,50,50,150,150,No,No,Government extension,250,833.3333333,0,0.08,0.3,0.04
443,Ward 27,Murehwa,36,0,1,0,2,0,5,0,0,1,0,0,0,0,1,0,0,0,0.7,0.3,0.2,0,0.5,0,12,5,19,0,No,9.59,0,0,0,0,0.583333333,3,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,6,11,0,Improving,Stable,Stable,Improving,50,100,0,0,No,No,Relatives,200,1000,0.4,0.25,0.2,9.02
444,Ward 27,Murehwa,32,0,1,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0,0.18,1,0.12,0.06,0,0,0,3,5,0,No,0.65,1,0,0,0,0.25,3,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,7,4,11,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,50,25,300,300,No,No,Other farmers,400,3333.333333,0.2,0,0.01,0.35
445,Ward 27,Murehwa,80,0,0,2,1,0,4,0,0,0,0,0,1,0,1,0,0,0,1,1,0.12,0,0.12,0.76,0,4,20,0,No,1,1,0,1,0,0.666666667,7,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,6,3,9,0,Deteriorating,Stable,Deteriorating,Stable,50,25,0,200,No,No,Other farmers,7,58.33333333,0.39,0.1,0.2,0.6
446,Ward 27,Murehwa,38,1,1,0,2,2,5,0,0,1,1,1,0,0,1,0,0,0,0.4,2,0.12,0,1,1,5,0,16,0,No,3.66,1,0,0,1,1,9,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,7,3,10,0,Deteriorating,Stable,Improving,Improving,100,75,800,500,No,No,Government extension,1000,8333.333333,1.06,0.25,2.82,3.66
447,Ward 27,Murehwa,28,1,1,0,2,0,6,0,0,0,0,0,0,0,1,0,0,0,0.8,0.4,0.2,0,0.2,0.4,0,0,20,0,No,0.2,1,0,1,1,0,3,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,3,2,5,0,Stable,Improving,Stable,Deteriorating,100,50,300,0,No,No,Government extension,250,1250,0.14,0.06,0.06,0.2
448,Ward 27,Murehwa,42,0,1,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0.1,0,0,0.9,0,0,7,0,No,0.07,1,0,0,0,0.5,8,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,4,2,6,0,Stable,Deteriorating,Stable,Stable,20,10,0,0,No,No,Relatives,50,500,0.02,0,0.02,0.07
449,Ward 27,Murehwa,47,1,1,0,2,2,6,2,0,0,0,0,0,0,1,0,0,0,0.24,1,0.12,0,0.12,0,0,0,0,0,No,0,0,0,0,0,0.333333333,3,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,1,5,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,40,25,0,0,No,No,Relatives,200,1666.666667,0,0,0,0
45,Ward 2,Mbire,22,0,1,1,0,2,11,0,0,0,0,0,0,0,4,0,0,0,2,0,1,1,0,0,0,15,15,0,No,3.15,0,0,1,1,0.5,3,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,1,3,4,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,900,0,No,No,Government extension,600,300,0.48,0.25,0.08,1.65
450,Ward 27,Murehwa,69,0,0,1,1,1,3,0,0,1,1,1,2,0,6,0,0,0,0.26,0.6,0.2,0,0.6,0,0,0,1,0,No,0.01,0,0,1,0,1,4,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,4,0,Improving,Improving,Improving,Improving,80,50,600,300,No,No,Government extension,300,1500,0,0,0,0.01
451,Ward 27,Murehwa,49,0,1,0,2,2,7,0,0,1,0,1,1,0,1,0,0,0,2,0.3,0.18,0,0.12,1.7,5,2,5,0,No,3.95,1,0,1,1,0.416666667,6,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,10,4,14,0,Deteriorating,Deteriorating,Stable,Stable,50,50,900,600,No,No,Government extension,200,1111.111111,0.72,0.72,1.4,3.75
452,Ward 27,Murehwa,42,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0,0.1,0.1,0,0,15,0,No,0.15,1,0,1,1,0.833333333,4,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,3,2,5,0,Stable,Improving,Stable,Stable,20,15,0,600,No,No,Government extension,200,1000,0.01,0,0.01,0.15
453,Ward 27,Murehwa,57,0,1,0,6,0,11,0,0,1,1,1,1,0,2,0,0,0,2,1,0.9,0.8,0.4,0,0,1,15,0,Yes,0.35,1,0,1,0,0.583333333,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,9,5,14,0,Improving,Improving,Improving,Improving,400,300,0,0,No,No,Other farmers,1350,794.1176471,0.32,1.7,0,0.22
454,Ward 27,Murehwa,52,1,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0.18,0,0,0,0,0,0,0,No,0,0,0,0,0,0.25,3,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,1,4,0,Improving,Improving,Improving,Deteriorating,50,0,300,0,No,No,Government extension,20,111.1111111,0,0,0,0
455,Ward 27,Murehwa,56,1,0,0,2,3,8,0,0,1,0,1,1,0,3,0,0,0,0.8,0.2,0.6,0,0.2,5.55E-17,3,7,77,0,No,4.27,1,0,1,0,1,4,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,3,5,8,0,Stable,Deteriorating,Stable,Stable,100,50,1200,0,No,No,Government extension,350,583.3333333,0.85,1.55,0.66,3.05
456,Ward 27,Murehwa,34,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.3,0,0.1,2.78E-17,0,1,14,0,No,0.34,1,0,1,0,0.583333333,4,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,3,5,8,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,25,50,300,300,No,No,Government extension,150,500,0.12,0.01,0,0.22
457,Ward 27,Murehwa,41,0,1,0,2,2,8,0,0,3,0,1,2,0,3,0,0,0,1,0.4,1,0,0.01,0,13,3,17,0,No,9.87,1,0,1,0,0.666666667,3,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,6,6,12,0,Improving,Stable,Stable,Deteriorating,150,200,900,0,Yes,Yes,Other farmers,500,500,0.76,0.1,0.13,9.56
458,Ward 27,Murehwa,58,1,0,1,1,2,13,0,0,1,0,0,1,0,1,0,0,0,2,0,1,0,0.18,0.82,6,0,0,0,No,4.2,0,0,0,0,0.583333333,7,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,6,2,8,0,Stable,Deteriorating,Stable,Deteriorating,106,51,900,0,No,No,Relatives,450,450,0,0,2.8,4.2
459,Ward 27,Murehwa,67,1,0,1,0,1,2,0,0,1,1,0,1,0,0,0,0,0,1,0.4,0.12,0,0.4,0.48,2,2,2,0,No,1.82,0,0,1,1,0.666666667,4,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,2,4,6,0,Deteriorating,Deteriorating,Stable,Stable,25,20,300,0,No,No,Relatives,450,3750,0.82,1.4,2.2,1.62
46,Ward 2,Mbire,57,1,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,5,0,0.4,0.1,0,4.5,0,3,3,0,No,0.63,1,0,0,0,0.333333333,3,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,7,0,Deteriorating,Deteriorating,Deteriorating,Deteriorating,0,0,0,0,No,No,Other farmers,0,0,0.13,0,0.09,0.33
460,Ward 27,Murehwa,35,1,1,0,1,1,6,0,0,0,0,0,0,0,1,0,0,0,0.12,0,0.08,0,0.04,0,0,0,0,0,No,0,1,0,0,0,0.416666667,3,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,1,7,0,Stable,Stable,Deteriorating,Improving,20,20,0,0,No,No,Relatives,250,3125,0,0,0,0
461,Ward 27,Murehwa,75,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8,0.4,0.4,0,0.4,0,0,8,5,0,No,1.65,1,0,1,1,0.916666667,3,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,3,7,0,Stable,Improving,Stable,Improving,50,50,300,300,No,No,Government extension,200,500,0.31,0.32,0.01,0.85
462,Ward 27,Murehwa,65,0,0,1,3,2,6,0,0,1,1,0,1,0,3,0,0,0,0.5,0.4,0.4,0,0.7,0,1,2,7,3,No,1.17,1,0,1,0,0.583333333,5,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,4,6,10,1,Improving,Improving,Improving,Improving,50,50,900,0,No,No,Government extension,1250,3125,0.06,0.14,2.45,0.95
463,Ward 4,Murehwa,32,0,1,0,2,0,4,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0.2,0,0.2,0,0,0,0,0,No,0,0,0,1,0,0.583333333,3,Yes,No,Yes,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,3,0,Deteriorating,Stable,Deteriorating,Stable,50,50,0,0,No,No,Government extension,200,1000,0,0,0,0
464,Ward 4,Murehwa,48,1,0,1,1,0,5,0,0,1,0,0,1,0,1,0,0,0,1,0.3,0.4,0,0.6,0,3,4,17,0,No,3.07,1,0,1,1,0.416666667,7,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,7,5,12,1,Stable,Improving,Stable,Stable,50,50,0,0,No,No,Government extension,600,1500,1.4,0.3,1.65,2.65
465,Ward 4,Murehwa,46,0,1,0,2,1,5,0,0,1,0,0,0,0,1,0,0,0,1,2,2,0,0.03,0.03,2,0,10,0,No,1.5,1,0,1,1,1,6,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,5,3,8,0,Improving,Stable,Stable,Improving,50,50,0,0,No,No,Other farmers,500,250,0.3,0.1,0,1.5
466,Ward 4,Murehwa,53,0,1,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,1,1,0.4,0,0.4,0.2,0,5,200,0,No,3,1,0,1,0,0.583333333,8,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,4,3,7,0,Deteriorating,Stable,Stable,Stable,50,50,0,0,No,No,Government extension,1000,2500,5.5,1.1,5.2,2.5
467,Ward 4,Murehwa,42,0,1,0,2,1,7,0,0,0,0,0,1,0,2,0,0,0,1,1,0.4,0,0.2,0.4,0,2,16,0,No,0.56,1,0,1,0,0.333333333,4,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,12,3,15,1,Stable,Stable,Improving,Stable,250,170,0,0,No,Yes,Government extension,600,1500,0.35,0.11,0.18,0.36
468,Ward 4,Murehwa,40,1,1,0,3,1,6,0,0,0,0,0,0,0,1,0,0,1,1.2,0.2,0.8,0,0.4,0.1,0,0,4,0,No,0.04,1,0,1,1,0.333333333,3,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,4,2,6,0,Deteriorating,Stable,Stable,Stable,115,150,0,0,Yes,Yes,Government extension,300,375,0.2,0.1,0.02,0.04
469,Ward 4,Murehwa,33,0,1,0,2,1,8,0,0,0,0,0,0,0,0,0,0,0,0.12,0.4,0.12,0,0,0,0,0,16,0,No,0.16,0,0,1,0,0.416666667,3,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,3,3,6,0,Stable,Stable,Improving,Improving,25,5,0,0,No,No,Government extension,250,2083.333333,0.09,0.09,0,0.09
47,Ward 2,Mbire,49,1,0,0,2,1,8,0,0,1,0,0,0,0,1,0,0,0,0.4,0,0,0.4,0,0,4,7,12,0,No,4.32,0,1,1,1,0.166666667,2,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,1,5,6,0,Deteriorating,Stable,Improving,Deteriorating,0,0,150,0,No,No,Government extension,200,500,1.85,0.04,0,3.6
470,Ward 4,Murehwa,41,0,1,0,2,3,15,0,0,0,0,0,1,0,4,0,0,0,1,0.4,0.4,0,0.4,0.2,0,0,12,0,No,0.12,1,0,1,1,0.75,3,Yes,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,7,2,9,0,Stable,Stable,Stable,Improving,50,25,0,100,No,No,Government extension,150,375,0.12,0.08,0.05,0.12
471,Ward 4,Murehwa,58,1,1,0,2,2,10,0,0,0,0,0,0,0,1,0,0,0,0.4,0,0.1,0,0.2,0.1,0,2,11,2,No,0.51,1,0,1,0,0.5,6,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,5,5,10,0,Stable,Stable,Stable,Stable,50,35,300,0,No,No,Government extension,500,5000,0.2,0.1,0.25,0.3
472,Ward 4,Murehwa,26,0,1,0,1,1,5,0,0,0,0,0,0,0,1,0,0,0,0.5,0.2,0.4,0,0,0.1,0,4,21,0,No,1.01,1,0,1,0,0.416666667,7,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,2,4,6,0,Deteriorating,Deteriorating,Stable,Improving,50,50,0,0,No,No,Government extension,1000,2500,0.6,0.15,0.2,0.54
